id	sentence	word	index	complexity	source	set
732	政治体制改革是深化改革的核心和关键，现在最不想动也最难动的恰恰就是政治体制改革。	政治	1	0.4437500000000001	weibo_gov	test
3038	下一个2月29号，儿子会是啥样？	儿子	10	0.325	weibo_covid	test
1906	第二天即大年初三，广州便已有5家口罩企业全面复产，广州率先大规模启动了抗疫物资生产。	启动	33	0.31875	weibo_covid	train
1074	想起晚清的总结：政治腐败，经济脆弱。	想	1	0.3125	weibo_gov	train
1221	下岗女工王殿平利用温室搞起了花卉种植，年收入数万元，成为太原市的“再就业典型”。	利用	8	0.31875	people's daily	train
690	同时，对广州自身来说，在非常时期抵御风险，实现经济平稳发展，同样事关大局。	实现	22	0.34375	weibo_covid	train
862	庄毅的三次单刀赴会破门，使青岛海牛队在第一回合2∶3失利的情况下，以5∶3淘汰了云南红塔队。	回合	22	0.2499999999999999	people's daily	train
2500	对方步步紧逼，得寸进尺，我们仅仅靠不停抗议是没有用的。	逼	6	0.31875	weibo_diaoyu	test
1184	//@皮肤科李云医生:非常全面的新冠肺炎科普，建议正躺在床上辗转反侧的你多看看。	建议	24	0.325	weibo_covid	test
2612	[威武]还有2号线也不是人乘的，一路被推着出门上电梯。	出门	22	0.2937499999999999	weibo_olympics	train
1090	半决赛的对阵格局确定之后，中国队想夺杯就必须首先攻破印尼男队这座“堡垒”。	对阵	5	0.39375	people's daily	train
2498	而日本队由于外线投篮被中国队严密的紧逼盯人抑制，难以发挥其特长，投篮命中率不到40％。	逼	19	0.33125	people's daily	test
2103	夹在德法之间的瑞士有点慌张了，特别是意大利的新冠病毒重灾区米兰（Milan）离瑞士-意大利边界只有55公里。	米兰	30	0.2437499999999999	weibo_covid	train
674	尽管他们采取措施，临时组织200多农民进行“拉网式”搜索和采用其他方式引导和寻找，但是外逃的麋鹿仍未返回。	搜索	27	0.3687500000000001	people's daily	train
766	水立方比赛大厅首度面向群众开放	群众	12	0.2499999999999999	weibo_olympics	train
444	自20世纪40年代起，摄影师与导演就开始试图捕捉英国城市黑帮的个性和特色。	城市	27	0.35625	weibo_gov	train
1691	凭良心说，老人对刘彦彬一家确实有恩，不仅抚养大他的妻子，连他们的三个孩子也是老人家拉扯大的。	老人	6	0.2249999999999999	people's daily	train
582	有计划的小伙伴可以参考哦~ 一座来了就不想走的城市，喜欢就赶紧收了吧！	计划	2	0.2875	weibo_covid	val
3045	我照完相坐上车准备返回时，麻烦来了：我的车陷进积雪中，车轮在雪地上打滑，越使劲发动，车轮越往下陷。	上车	6	0.3750000000000001	people's daily	test
3379	拒绝野味！	拒绝	1	0.2125	weibo_covid	train
2971	下岗职工有一定的文化素质，又熟悉城市生活，因而他们在家政服务市场上颇为抢手，大有取代“外来妹”之势。	素质	11	0.35625	people's daily	train
2873	转发周知！	转发	1	0.40625	weibo_covid	train
2230	原因是克隆多利采用的是怀孕母羊，而怀孕动物身上有时会出现胚胎细胞进入血液循环系统的情况。	系	39	0.5750000000000001	people's daily	train
1393	二是认为通电、通水、通气等是房产开发商或房产开发管理部门应事先做好的工作，开发商应承担这笔费用。	开发	17	0.2937499999999999	people's daily	train
1650	淮河水污染引起了全国的高度重视。	引起	6	0.2499999999999999	people's daily	train
2828	当我们曝出疫情时，多少国家第一时间限制我们入境。	限制	18	0.2249999999999999	weibo_covid	train
1651	一个世纪后，经典瞬间在绍兴市柯桥区重现。	世纪	3	0.3125	weibo_covid	train
1742	车上几个剩男剩女在讨论爱情，那教科书般的仙普话恶心死我了。	讨论	10	0.2499999999999999	weibo_gtypes	val
834	但要使新能源发电在电力供应中占显著比例，尚需数十年的不懈努力。	努力	29	0.2875	people's daily	train
3243	博物馆外观采用了悬臂式结构，像张开的帆一样整齐排列的顶层面板可以根据环境的改变而调节角度。	采用	6	0.3125	weibo_olympics	train
773	琼斯适应环境和连续作战的能力不禁令人感叹。	能力	13	0.28125	people's daily	train
3459	一位“杜哥”走红网络，其微博名叫“信杜哥得永生”，麾下“信众”甚多。	麾下	26	0.49375	bcc	test
1876	中国人的幸福靠的是，红歌的分贝、高铁的速度、城市的楼高，很少跟医疗、教育、收入有关。	收入	38	0.2318181818181818	weibo_olympics	train
2993	千叶前前后后…先是东京职员、初中老师、再是健身房3人…不明传播途径已经是很危险的预警了。	不明	28	0.2136363636363636	weibo_covid	train
631	2012年波兰欧洲杯，英国奥运会 肯定是热血沸腾的一年！	欧洲	8	0.3227272727272728	weibo_olympics	train
3025	这个问题我愿意花点时间解释因为它是个严肃的科学问题。	愿意	6	0.265	weibo_covid	train
3520	一般晶粒度越大，钢材淬火性越佳	淬火性	11	0.4800000000000001	bcc	train
271	我真的太难了...本来二月底要出国耍，结果新冠肺炎出不去...眼瞅着战疫有告捷势头了，要去的国家受影响了	影响	50	0.24	weibo_covid	train
790	这是一个贴近现实的电视剧，老人的再婚，儿女们的态度，对老人财产的处置，大龄剩女，都得到了尽情表现，也给了我们许多启迪！	表现	47	0.355	weibo_gtypes	train
1573	经过高温蒸煮处理的医疗废物，随后被运往20公里外的光大环保能源（乐山）有限公司，与其他生活垃圾一起焚烧后并网发电。	处理	7	0.215	weibo_covid	train
2486	全球新冠肺炎确诊患者病例累计已经超过10万例，接近当年非典全球感染人数的12倍。	人数	34	0.1999999999999999	weibo_covid	train
1040	河北省竞争上岗的程序大致分三步进行：第一步公布竞争职位，进行资格审查；	公布	22	0.2199999999999999	people's daily	train
3080	看中央台播出的电视剧《家有考生》，愈看心情愈沉重，却又愈觉此剧耐人寻味。	播出	5	0.26	people's daily	train
267	连日来，几内亚比绍政府军与叛军接连发生冲突。	发生	18	0.26	people's daily	train
545	目前，武夷山正积极进行申报世界自然与文化遗产名录工作，力争使武夷山的保护和管理再上一个新台阶。	保护	35	0.2099999999999999	people's daily	train
2239	祝愿我所有的医生同学们在抗击新冠肺炎的第一线都平安！	同学	9	0.21	weibo_covid	train
2937	无非就是时时注意对孩子加以表扬，不断提醒他：“你是最好的”、“你能比别人做得好”。	提醒	19	0.24	people's daily	train
848	据国务院学位委员会副主任委员周远清介绍，这次申请增列博士点共1241个，申请增列硕士点共1003个。	介绍	18	0.205	people's daily	val
1560	尽量不要让自己感冒发烧是前提，日常多注意休息，多喝水，清淡饮食，少吃热气的食物，添衣保暖。	食物	38	0.1999999999999999	weibo_covid	val
3503	另一边放着一个插着蝇拂的祭红胆瓶	祭红	13	0.795	bcc	train
2610	赵主任1996年以来，共出门诊2600多人次；	出门	13	0.74	people's daily	train
2473	用爱，去编织温馨———记四川有线电视台妇女儿童频道	频道	24	0.29	people's daily	train
2320	据了解，在检测机构上，西安航空基地选取了两家陕西省核酸检测机构名单在册单位进行检测。	航空	14	0.27	weibo_covid	train
855	老弟说：再三年你不嫁，村里的剩女排行榜你会榜上有名的。	嫁	10	0.235	weibo_gtypes	train
196	国际汽联宣布加入奥林匹克大家庭	国际	1	0.235	weibo_olympics	train
2095	在北京乘公共汽车和地铁，一拥而上、冲锋陷阵、争先恐后，仍然是有些地方的常态。	汽车	7	0.1999999999999999	people's daily	train
2010	伦敦奥运场馆项目设计主负责人    聪明的“伦敦碗”        作为伦敦奥运会的主场馆，伦敦碗在设计之初就备受追捧。	负责	12	0.385	weibo_olympics	train
2578	法国领导人及各界人士对进一步发展法中关系表现出的热情，都给代表团留下了很深的印象。	热	25	0.375	people's daily	train
689	那些和你的所谓约定，我知道从来不会实现。	实现	18	0.215	weibo_olympics	train
1147	这些本不该逝去的生命，90％发生在亚洲和撒哈拉沙漠地带。	生命	9	0.26	people's daily	train
2560	虽然他们强调不想干扰奥运会的进行，但示威中仍表达了对于花费大量金钱办奥运的不满。	花	28	0.45	weibo_olympics	train
130	据悉，事发幼儿园此前并未按照日本政府要求停课，这名女老师也在出现症状后依然坚持上班，与其密切接触者多达152人。	政府	17	0.325	weibo_covid	train
2144	由于保护区内的防护设施不配套，加上保护区本身管理上存在的问题，使天鹅洲保护区难以起到应有的保护作用。	防护	8	0.38	people's daily	train
2206	不实际接触台湾人真不太了解情况，和平统一太难了，除非现在让他们换教科书。	实际	2	0.43	weibo_covid	train
2596	国家林业部门在北戴河建立了鸟类环志中心，在鸟儿的爪子上套上一个金属环，标明年月日和地点，以追寻这些鸟类的踪迹和活动规律。	地点	42	0.275	people's daily	train
2420	多种爱情态，但特例是无常的，惯例才是永恒的吧，现实里不会有太多幸运儿。	现实	24	0.2799999999999999	weibo_gtypes	train
65	总体来看，全国城市环境空气、地表水、饮用水水源地环境质量保持稳定，生态环境质量未受疫情影响。	疫情	42	0.305	weibo_covid	train
2795	通过对该女性的检查结果表明，她于13日被确认感染新型冠状病毒。	表明	12	0.2909090909090909	weibo_covid	train
3383	对实现党的十五大提出的目标和任务要坚定不移，对克服困难要充满信心，履行职责，要兢兢业业，一丝不苟。	信心	31	0.3363636363636363	people's daily	train
332	自2012年试点工作开展以来，我国智慧城市建设覆盖了政务、交通、产业、科技、教育、医疗、社会治理、公共服务等领域。	建设	22	0.2681818181818182	weibo_covid	train
2464	2月份，韩国同该组织就履行协议的情况进行磋商时，双方一致认为韩国今年的经济增长率可能下降到1％，也可能出现负增长。	协议	14	0.3909090909090909	people's daily	test
2240	当时他妻子产后患病，带着刚出世3个月的婴儿住到卫生院，患病的母亲没有奶水，孩子饿得不停地啼哭，一筹莫展的母亲也跟着流泪。	饿	40	0.3363636363636363	people's daily	train
911	回家，再隔离14天。	隔离	5	0.3454545454545454	weibo_covid	train
3116	朱一龙用武汉话为家乡加油#	家乡	9	0.3363636363636363	weibo_covid	train
123	至此，空中客车公司在26年里已共获得全球145家用户的2670多架客机订货，其中1600多架已交付运营。	客机	34	0.4318181818181819	people's daily	train
2720	放鞭炮	放	1	0.2272727272727272	weibo_gtypes	train
237	剩女若有所思，坐的士回家时，她想不妨试验一下，于是，她对相貌平平的男司机说：“司机，你好帅啊！”	司机	35	0.2454545454545454	weibo_gtypes	test
2664	8小时工作制，包吃包住，出差上门做法事，按小时发放出差补贴。	住	11	0.3590909090909091	weibo_gtypes	train
691	可惜不能治疗失眠	治疗	5	0.3636363636363636	weibo_olympics	train
2550	认真分析制约经济增长的供需因素，采取有效的宏观经济政策，是确保国民经济能够持续快速健康发展的重要条件。	快	40	0.3636363636363636	people's daily	train
37	女性解放了这么多年，如今竟发展成为全民恨嫁！	发展	14	0.3363636363636363	weibo_gtypes	train
2313	培育成长中的生物药品制造业、智能消费设备制造业和工业机器人制造业产值分别增长23.7%、9.6%和9.8%。	工业	25	0.3181818181818182	weibo_covid	train
1641	唐诗基本可以总结为：田园有宅男 边塞多愤青 咏古伤不起 送别满基情。	基本	3	0.3409090909090909	weibo_gtypes	val
2478	体育频道重温悉尼奥运会开幕式，我一下子想起来看直播那天的情景了，连吃什么晚饭都想起来了。	频道	3	0.3409090909090909	weibo_olympics	train
1120	此外，李嘉诚基金会另捐款1000万元，分别奖励其中再推荐的获突出成就的优秀学者，最高奖励达100万元。	推荐	27	0.2954545454545454	people's daily	train
93	距2012年伦敦奥运会还有近8个月，国内多个互联网企业已将目光瞄准了奥运会。	企业	26	0.25	weibo_olympics	train
1529	桂林的菜肴也很有特色，它是湘菜与粤菜的“边缘”菜系，但其中湘菜的味道稍重些。	味道	33	0.2954545454545454	people's daily	train
1729	尽管已经被淘汰出女单和女双，但彭帅今年的澳网之旅并没有结束。	淘汰	6	0.3863636363636363	weibo_olympics	train
1520	隧道开工后，他吃住在工地，一个多月没脱衣服睡过觉，体重从66公斤掉到51公斤。	工地	11	0.3363636363636363	people's daily	train
2363	逝者能把遗体捐出来，贡献很大	贡献	11	0.459090909090909	weibo_covid	train
3552	朝阳透过穹隆式天窗，从你的肩上升起。	穹隆	5	0.6318181818181818	bcc	train
1890	智利队的萨拉斯攻破奥地利队大门后，使他在本届杯赛上的进球数达到三个。	攻破	8	0.3909090909090909	people's daily	train
2547	快讯——3月6日0—24时，新增报告境外输入确诊病例24例（甘肃17例，北京3例，上海3例，广东1例）。	快	1	0.2909090909090909	weibo_covid	train
3369	国有企业不仅要积极提高自身的技术和装备水平，提高资本有机构成，而且要下大力气提高人均劳动生产率。	资本	25	0.4272727272727273	people's daily	train
3085	本报香港5月19日电记者李中文报道：尤伯杯羽毛球赛小组赛今日在此间结束了最后一轮争夺。	争夺	41	0.3454545454545454	people's daily	train
859	连续征战，国安队的队员下半场也许体力不支，延边队会乘机在终场前吹响冲锋号吗？	连续	1	0.3863636363636363	people's daily	val
700	律师指出，湖北省市场监管局的行为虽然符合法律规定，但在执法时应结合产品具体情况，不能只看进销差金额 “一刀切”。	产品	34	0.3318181818181818	weibo_covid	val
2413	大批军医奔赴一线	赴	6	0.3409090909090909	weibo_covid	train
1891	半决赛的对阵格局确定之后，中国队想夺杯就必须首先攻破印尼男队这座“堡垒”。	攻破	25	0.3954545454545454	people's daily	train
893	随着长征二号丙改进型火箭又一次将美国摩托罗拉公司的两颗铱卫星送入预定轨道，我国的长征火箭完成了第五十次发射卫星的任务。	火箭	11	0.2954545454545454	people's daily	train
701	我发誓从现在起不再用你们的产品……	产品	14	0.2454545454545454	weibo_diaoyu	train
3351	4月28日，中国国际航空公司顺利通过了民航总局历时4个多月的严格审定，取得了国际航空运行的通行证。	航空公司	11	0.2772727272727273	people's daily	train
2325	他希望通过这次试验，可以通过测量反质子和正电子的能量分布，首先对暗物质的理论研究提供一些证据和线索。	线索	48	0.3727272727272727	people's daily	val
2535	1996年，亚特兰大奥运会射击比赛中，中国名将王义夫强撑病体，勇夺银牌后怆然倒地，医护人员手擎药瓶紧急输液救治。	救治	54	0.3681818181818181	people's daily	train
2181	看过《人生不再重来》：三个印度高富帅寻找自我的旅程，虽然看起来挺假的，可是基于里面有很多我喜欢的元素，还是值得推荐。	值得	54	0.3409090909090909	weibo_gtypes	train
386	目前，救援队正在等待国家卫健委的出发指令，预计将在4日早上搭乘航班驰援武汉。	航班	32	0.4136363636363637	weibo_covid	train
721	今年五月，两家外商接到索赔证书后，分别派代表来武汉处理这一质量问题。	代表	21	0.35	people's daily	train
2341	2月2日，南京市新增确诊病例通报了这一病例，该患者与去过武汉的人员有密切接触史。	南京	6	0.3818181818181818	weibo_covid	train
1811	胡锦涛对吉布提争取进步人民联盟和政府坚持“一个中国”的立场、支持中国统一大业表示赞赏和感谢。	感谢	44	0.3409090909090909	people's daily	train
749	韩国的金泽洙苦战五局以三比二战胜比利时的卡勃莱拉，闯入决赛，并以三比一的成绩夺得冠军。	冠军	41	0.2227272727272727	people's daily	train
472	科技进步奖申报延期	科技	1	0.2681818181818182	weibo_covid	train
2859	我觉得和k有关 他就是外人看着坏其实好的那种 潜意识我一直想找个这样的人吧。	意识	25	0.3681818181818181	weibo_gtypes	train
511	据称，这是因为目前“瘦肉精”问题屡禁不止，而2012年伦敦奥运会备战在即，中国代表团才给出这样的解决办法。	解决	49	0.3181818181818182	weibo_olympics	train
3083	每年推出50块荒地，在当地电视台播出广告，鼓励机关、企事业单位、职工和居民承包租赁、入股联营，政府免收税金。	播出	17	0.3136363636363636	people's daily	train
1564	有些女人是一件豪华的奢侈品，需要多数男人欣赏或放弃。	放弃	24	0.3636363636363636	weibo_gtypes	train
1928	人类社会到目前为止，还有没有找到能够有效监督这种绝对腐败的制度。	有效	19	0.2681818181818182	weibo_gov	val
2159	没有一个世界纪录是不可逾越，没有人一直在巅峰。	纪录	7	0.2727272727272727	weibo_olympics	val
3352	前几年人们对民航有意见，众多航空公司起来之后，意见开始少了；	航空公司	15	0.3181818181818182	people's daily	train
2028	转发出来是希望能有更多人看到，希望武汉能看到。	发出	2	0.3681818181818182	weibo_covid	train
2763	美国排名第一的男子800米选手Nick Symmonds 创造性运用社交媒体筹资备战伦敦奥运会。	排名	3	0.2045454545454545	weibo_olympics	train
2572	欢迎接龙。	欢迎	1	0.2272727272727272	weibo_olympics	train
2491	打开定位位置，你和周围确诊患者的距离就出来了，特别先进，大家都打开看一看周围的附近的确诊病例，做好防护！	位置	5	0.2545454545454546	weibo_covid	train
783	3月4日，俄国总统大选。	总统	8	0.1999999999999999	weibo_olympics	train
913	他们跟执勤者吵，双方凶狠的语气里，是莫大的沟壑与冰墙。	双方	9	0.2545454545454546	weibo_covid	train
29	在西四南大街的一个站牌下，笔者看到了同样的情景，在站牌下打车和在非站牌下打车的比例达到了1∶5。	打车	29	0.2590909090909091	people's daily	train
2892	但是肯定也是有着巨大的心理压力，害怕自己被感染了。	压力	14	0.2045454545454545	weibo_covid	train
1593	也许，女“飞人”挑战赛最大的意义与成功在于，它为中国田径培育市场、开拓市场进行了有益的探索。	挑战赛	9	0.2045454545454545	people's daily	val
2043	两次扩张高峰时间，我认为第一次更值得琢磨：即12月8日。	即	22	0.2409090909090909	weibo_covid	test
3395	国务院的一位发言人也在21日说，一些国会议员的指责是没有道理的。	国务院	1	0.2318181818181818	people's daily	train
1708	其中有不少变化。	变化	6	0.2045454545454545	weibo_covid	train
1389	继海燕公司后，上海“中路”等几家国内厂家也都先后开始了保龄球设备的生产。	设备	31	0.1999999999999999	people's daily	train
873	空气传播非新冠肺炎主要传播方式#	方式	14	0.1999999999999999	weibo_covid	train
1155	伊朗累计确诊4747例新冠肺炎病例#	累计	3	0.2181818181818181	weibo_covid	train
532	没有办法的误打误撞的治疗（神农尝百草），总比死了强吧。	强	25	0.2090909090909091	weibo_covid	train
2183	长期从事医疗工作的曲嘉良敏锐地感到：患者的这种心理值得医院重视。	值得	26	0.2090909090909091	people's daily	test
2190	3、非奥运会竞赛项目 与 非奥运动项目 可是两回事！	事	25	0.2090909090909091	weibo_olympics	train
3343	由此，笔者联想到了企业引入风险机制和竞争机制的必要性和重要性。	机制	16	0.2363636363636363	people's daily	train
1181	尔后在友人的推荐下进入北京第二外国语大学所属的日语教学机构做了一名日语老师。	机构	28	0.1999999999999999	weibo_olympics	train
1186	建议大家再克制一段时间！	建议	1	0.1999999999999999	weibo_covid	train
2409	并且对个人要求买新冠肺炎一次性保险，出现问题费用由保险公司支付	支付	30	0.1999999999999999	weibo_covid	train
1793	卡巴杰在回顾去年非洲的经济形势时说，1997年，非洲经济持续增长，增长幅度为3·7％。	非洲	9	0.1999999999999999	people's daily	train
3373	罗姆尼最初是贝恩公司(Bain & Co.)的一名顾问，贝恩资本1984年创立时成为第一任领导。	资本	31	0.3071428571428571	weibo_olympics	train
1544	同时指出，“尽可能抑制患者增加的速度在防控今后国内疫情流行方面具有极其重要的意义”。	具有	32	0.2928571428571428	weibo_covid	train
341	国家中医药管理局医疗救治专家组组长、中国中医科学院院长黄璐琦表示：中医药应从两方面深度介入治疗。	专家	13	0.2071428571428571	weibo_covid	train
2900	面向21世纪，计算机和通信技术的紧密结合，将使网络应用遍及国民经济和社会生活的每一个层面。	应用	26	0.2214285714285714	people's daily	train
1464	那些和你的所谓约定，我知道从来不会实现。	知道	12	0.1999999999999999	weibo_olympics	train
2927	病情发生于面部者，表情消失，口唇变薄，鼻子耳朵变小；	消失	12	0.2071428571428571	people's daily	train
2200	保证萌翻你，快关注	保证	1	0.1999999999999999	weibo_gtypes	val
716	以为发现新冠肺炎确诊病例全部隔离了哟～	全部	13	0.3571428571428571	weibo_covid	train
3049	其中包括与自身落后、丑恶的现象作斗争。	落后	8	0.2857142857142857	people's daily	train
3348	西班牙今年选择放弃投票的人数多于投给胜利者的人数，因为大家都看透了。	胜利	19	0.2499999999999999	weibo_gov	train
2855	他指出，中国政府一贯重视打击毒品犯罪，主张切实加强禁毒领域的国际合作，彻底禁绝毒品这一全球公害。	重视	11	0.2857142857142857	people's daily	train
2841	新中国成立以后，我们建立了高度集中的计划经济体制，几乎消灭了全部非公有制经济形式，建立了公有制、特别是国有制的一统天下。	形式	39	0.3285714285714285	people's daily	train
2736	如何解决失业难题，对欧盟及其各成员国来说，是一个严峻的考验。	成员	16	0.2142857142857142	people's daily	train
364	搜狐宣布奥运会期间预计每天发布10000条文字稿件，4000张图片，700段比赛视频集锦。	宣布	3	0.2142857142857142	weibo_olympics	train
3026	愿意成人之美的几个星座冠军（双子座）、亚军（魔羯座）、季军（射手座）、第四名（水瓶座）、第五名（天秤座）。	愿意	1	0.2642857142857143	weibo_gtypes	train
1152	累计出口创汇5亿多美元，上交利税4亿多元，连续多年被评为全国乡镇企业出口创汇十强企业。	累计	1	0.2571428571428571	people's daily	train
2207	他们实际上是一群永远昂首挺胸面对挑战的男人；	实际	3	0.2071428571428571	weibo_gov	test
1680	城乡社区工作者在疫情防控期间发生事故伤害或患病，符合《工伤保险条例》认定情形的，应依法认定为工伤。	事故	17	0.2071428571428571	weibo_covid	train
125	波音737—700客机是波音公司737系列中这几年推出的新机型，载客144人，主要用于中、短程飞行。	客机	10	0.25	people's daily	train
1487	武汉市慈善总会最新发布的《关于新冠肺炎防控捐赠款物公告第12期》显示，陆军工程大学钱七虎院士分两次向武汉捐款650万元。	工程	38	0.2642857142857143	weibo_covid	test
97	到了明朝中晚期时政治腐败。	时	8	0.2428571428571428	weibo_gov	train
2806	虽然具2012年伦敦奥运会还有大半年的时间，但是相关的宣传推广已经开始了。	推广	30	0.2142857142857142	weibo_olympics	train
1408	希望所有人稳定情绪，不要制造混乱，不要造谣传谣，促进新型冠状病毒防控得到有效控制。	促进	25	0.2714285714285714	weibo_covid	train
1581	：院方已安排休息】2月23日，武汉市协和江北医院通报称，医生夏思思因感染新冠肺炎去世。	医生	29	0.2071428571428571	weibo_covid	train
2340	去年，来自200多个国家和地区的2400多家公司共计10万人参加了这一年度行业盛会。	行业	38	0.2142857142857142	weibo_covid	train
1886	然而，把三个报告对比一番，公众不难发现，调子明显不同。	明显	23	0.2071428571428571	people's daily	train
2825	中国现在应立即取消死刑。	取消	8	0.2142857142857142	weibo_diaoyu	val
261	王诚深知自己所承担的这项工作的重要意义，他得尽快将机器里的影像编辑出来。	重要	16	0.2142857142857142	weibo_covid	train
2764	排名前三风险的大区为瓦伦西亚15例、马德里14例、安达卢西亚12例。	排名	1	0.2428571428571428	weibo_covid	train
2590	通知强调，在‘三下乡’活动中，要注意引导青年学生认清基本国情，正确掌握和深刻理解社会主义初级阶段理论。	掌握	34	0.2642857142857143	people's daily	val
1483	接到举报后，通过细致排查，警方将怀有重大嫌疑的王某某、杨某某抓获。	警方	14	0.2142857142857142	weibo_covid	train
1584	相信在两国领导人强有力的政治引领下，中蒙全面战略伙伴关系将迈向更高水平。	相信	1	0.2071428571428571	weibo_covid	train
3524	对全动式平尾翼面，整个面上的全部载荷都通过一根转轴传给机身	全动式	2	0.5285714285714286	bcc	val
393	严格执行旧车报废制度，禁售尾气超标汽车，禁用含铅汽油，防治机动车尾气污染。	超标	16	0.2571428571428572	people's daily	test
3509	以后肢强直性伸直为指标，阳性者入选。	强直性	4	0.75	bcc	train
1791	2020年1月26日，广东省发布通告，决定在全省公共场所实施佩戴口罩的控制措施。	控制	36	0.2214285714285714	weibo_covid	train
3061	来自各国的记者，不管其所在国的球队是否参加决赛，都可去那里练练脚头。	是否	18	0.3214285714285714	people's daily	train
1234	旅游业之所以被世界各国誉为“朝阳产业”，其中重要的一条是其产业具有强劲的生命力和创造力。	创造	41	0.2499999999999999	people's daily	train
2529	还有两天就是春节假期了，很多在外工作的“剩男剩女”都在发愁如何面对父母亲朋的殷殷询问。	母亲	35	0.5642857142857143	weibo_gtypes	train
1331	发表了博文 《一个有意思的话题》 - 在店里上班的时候琢磨，2012 年是奥运年啊，应该会有很多人来买电视吧？	应该	43	0.2071428571428571	weibo_olympics	val
1284	新冠肺炎疫情发生后，齐寿镇党委政府高度重视，及时组建防控队伍，成立领导机构，设立一办六组，全面开展防控工作。	成立	32	0.2857142857142857	weibo_covid	train
3219	巴的核试验是对全球核不扩散努力的一次严重打击。	扩散	12	0.3642857142857143	people's daily	train
3505	切忌“辱骂”有这样一个患“秽语症”的小女孩	秽语症	14	0.5571428571428572	bcc	train
2584	尔后在友人的推荐下进入北京第二外国语大学所属的日语教学机构做了一名日语老师。	老师	36	0.2071428571428571	weibo_olympics	train
1649	《武汉一新冠肺炎患者出院后隔离时发病，“呼吸道阻塞猝死”》引起死亡的疾病或情况为呼吸道阻塞猝死、呼吸循环衰竭。	引起	30	0.2571428571428571	weibo_covid	train
3282	农村工作干部在抓农业基础设施建设的同时，要努力强化环保措施的落实和配套工程的建设，使环保与小康水平同步提高。	抓	8	0.3714285714285714	people's daily	train
718	不知道今年伦敦奥运会足球赛会不会在蓝桥踢一场（在梦剧场也好），或者全部都在温布利球场	全部	34	0.2214285714285714	weibo_olympics	train
548	巨蟹—过于自我保护；	保护	8	0.2285714285714286	weibo_gtypes	train
3371	贫富分化和吏治腐败是最突出矛盾，权贵资本的重重关口难以突破。	资本	19	0.4071428571428571	weibo_gov	train
2032	“催婚”似乎是每年春节都少不了的保留项目。	少	13	0.2142857142857142	weibo_gtypes	train
2894	地方邦与中央政府的矛盾激化，对执政党形成了越来越大的压力。	压力	27	0.2928571428571428	people's daily	train
2713	从设计上，按照对佩戴者自身防护能力排名（从高到低）：N95口罩＞外科口罩＞普通医用口罩＞普通棉口罩。	设计	2	0.25	weibo_covid	train
1324	于是总算完成媳妇@串哥山居模式全开 的任务了。	任务	20	0.3285714285714285	weibo_gtypes	train
